chr1	17056	17232	2	2	1	0	1	15
chr1	17056	17605	2	2	0	0	1	17
chr1	17743	17914	2	2	1	0	1	3
chr1	18062	18267	2	2	1	0	2	11
chr1	185560	186316	2	2	1	0	1	4
chr1	187578	187754	2	2	1	0	1	15
chr1	187578	188129	2	2	0	0	1	17
chr1	188267	188438	2	2	1	0	1	3
chr1	188585	188790	2	2	1	0	2	11
chr1	944801	945056	2	2	1	2	1	17
chr1	945147	945517	2	2	1	11	0	17
chr1	945654	946172	2	2	1	3	1	18
chr1	946287	946401	2	2	1	6	0	10
chr1	946546	948130	2	2	1	3	0	12
chr1	948233	948489	2	2	1	7	0	10
chr1	948604	951126	2	2	1	5	1	17
chr1	951239	951999	2	2	1	12	1	17
chr1	952140	952411	2	2	1	7	0	17
chr1	952601	953174	2	2	1	5	0	17
chr1	953289	953781	2	2	1	14	0	19
chr1	953893	954003	2	2	1	11	0	17
chr1	954083	955922	2	2	1	14	0	17
chr1	956014	956094	2	2	1	17	0	17
chr1	956216	956893	2	2	1	15	0	19
chr1	957026	957098	2	2	1	13	0	18
chr1	957274	958928	2	2	1	5	0	19
chr1	959082	959214	2	2	1	2	0	7
chr1	966615	966703	1	1	1	9	0	15
chr1	966804	970276	1	1	1	10	0	16
chr1	970424	970520	1	1	1	3	0	11
chr1	970602	970685	1	1	1	8	0	18
chr1	971007	971076	1	1	1	19	0	18
chr1	971209	971323	1	1	1	12	0	16
chr1	971405	972074	1	1	1	8	0	18
chr1	972151	972324	1	1	0	5	0	16
chr1	972425	972860	1	1	1	4	0	14
chr1	974052	974315	1	1	1	5	0	18
chr1	974365	974441	1	1	1	2	0	18
chr1	1050838	1051252	1	1	1	2	0	17
chr1	1051646	1051727	1	1	1	2	0	19
chr1	1051816	1053752	1	1	1	1	0	6
chr1	1053978	1054447	1	1	1	4	0	17
chr1	1054552	1054823	1	1	1	1	0	5
chr1	1255488	1256044	2	2	1	5	0	18
chr1	1256126	1256991	2	2	1	31	0	17
chr1	1257131	1257207	2	2	1	11	0	14
chr1	1257131	1263345	2	2	1	1	0	3
chr1	1257311	1263345	2	2	1	11	0	17
chr1	1257311	1267861	2	2	0	3	0	15
chr1	1263387	1273665	2	2	1	3	0	13
chr1	1267993	1273665	2	2	1	2	0	14
chr1	1387583	1387776	2	2	1	5	0	14
chr1	1387870	1387953	2	2	1	6	0	19
chr1	1388066	1390229	2	2	1	12	0	18
chr1	1390372	1390458	2	2	1	6	0	17
chr1	1390564	1390765	2	2	1	3	0	18
chr1	1392804	1393395	2	2	1	3	0	15
chr1	1393461	1395393	2	2	1	11	0	17
chr1	1395515	1398232	2	2	1	8	0	18
chr1	1398343	1398596	2	2	1	5	0	18
chr1	1398672	1399018	2	2	1	1	0	8
chr1	1402257	1405808	2	2	1	5	0	15
chr1	1405887	1406908	2	2	1	7	0	10
chr1	1407020	1407130	2	2	1	10	0	18
chr1	1542168	1543868	2	2	1	15	0	18
chr1	1543988	1544862	2	2	1	11	0	17
chr1	1545003	1564772	2	2	1	13	0	18
chr1	1564917	1574477	2	2	1	5	0	14
chr1	1666020	1668326	2	2	1	6	2	18
chr1	1668473	1669663	2	2	1	0	1	10
chr1	1669737	1670097	2	2	1	4	1	17
chr1	1670152	1671508	2	2	1	8	0	17
chr1	1671630	1675462	2	2	1	6	2	19
chr1	1675591	1676063	2	2	1	0	3	11
chr1	1676200	1676377	2	2	1	0	3	16
chr1	1738449	1738921	2	2	1	0	3	11
chr1	1739058	1739235	2	2	1	0	3	16
chr1	6186817	6192929	2	2	1	3	3	14
chr1	6193055	6197651	2	2	1	6	2	17
chr1	6197757	6199561	2	2	1	10	0	18
chr1	6785576	6820180	1	1	1	2	0	9
chr1	6785576	6825091	1	1	1	0	1	3
chr1	6807089	6825091	1	1	1	0	1	3
chr1	6820251	6825091	1	1	1	8	1	13
chr1	6825211	6871756	1	1	1	1	0	3
chr1	7961736	7962762	1	1	1	9	0	16
chr1	7962876	7965323	1	1	1	19	0	18
chr1	7965426	7969344	1	1	1	11	0	19
chr1	7965426	7970893	1	1	1	0	2	3
chr1	7969405	7970893	1	1	1	28	2	18
chr1	7970964	7971628	1	1	1	0	2	3
chr1	7970964	7977651	1	1	1	19	2	16
chr1	7977739	7984893	1	1	1	27	0	17
chr1	8014397	8015307	2	2	1	4	0	13
chr1	8015385	8015494	2	2	1	3	0	13
chr1	8861430	8862886	2	2	1	92	1	19
chr1	8862946	8863234	2	2	1	134	0	19
chr1	8863344	8863890	2	2	1	93	0	19
chr1	8864093	8865284	2	2	1	183	0	18
chr1	8865483	8866278	2	2	1	104	0	19
chr1	8866502	8867116	2	2	1	60	0	18
chr1	8867251	8867987	2	2	1	60	1	19
chr1	8868058	8870451	2	2	1	78	0	19
chr1	8868058	8870824	2	2	1	5	0	18
chr1	8870511	8871890	2	2	1	121	0	18
chr1	8870884	8871890	2	2	1	3	0	14
chr1	8871987	8874823	2	2	1	35	0	19
chr1	8874918	8878579	2	2	1	17	0	19
chr1	10072215	10095460	1	1	1	1	0	9
chr1	10105745	10117458	1	1	1	1	0	4
chr1	10122077	10126793	1	1	1	2	0	18
chr1	10126878	10126957	1	1	0	1	0	15
chr1	10129449	10130499	1	1	1	1	0	3
chr1	10158483	10161141	1	1	1	2	0	11
chr1	10173026	10178643	1	1	0	1	0	19
chr1	11012744	11013715	1	1	1	1	0	18
chr1	11022251	11023192	1	1	1	0	1	3
chr1	11253974	11255991	2	2	1	15	0	17
chr1	11256193	11256932	2	2	1	11	0	19
chr1	11257166	11258484	2	2	1	13	0	13
chr1	11258594	11259247	2	2	1	10	0	17
chr1	11654953	11655805	1	1	1	1	0	8
chr1	11656101	11658266	1	1	1	4	0	15
chr1	11658365	11658735	1	1	1	6	0	19
chr1	11658872	11661129	1	1	1	8	0	17
chr1	11934856	11947975	1	1	1	3	0	19
chr1	11948068	11949772	1	1	1	3	0	16
chr1	11949907	11950356	1	1	1	4	0	17
chr1	11950521	11952622	1	1	1	6	0	19
chr1	11952736	11954829	1	1	1	6	0	19
chr1	11954894	11956916	1	1	1	4	0	17
chr1	11957015	11957841	1	1	1	2	0	12
chr1	12568425	12572727	2	2	1	20	0	17
chr1	12572854	12578717	2	2	1	9	0	18
chr1	12578957	12579292	2	2	1	16	0	18
chr1	12579413	12580522	2	2	1	13	0	19
chr1	12580667	12617153	2	2	1	6	0	16
chr1	15493036	15493891	2	2	1	6	0	17
chr1	15494002	15495272	2	2	1	5	0	17
chr1	15495453	15504610	2	2	1	13	0	19
chr1	15504759	15505989	2	2	1	6	0	13
chr1	15506080	15506898	2	2	1	6	0	17
chr1	15507134	15507872	2	2	1	6	1	18
chr1	15507908	15518109	2	2	1	5	0	14
chr1	15518396	15524582	2	2	1	0	2	3
chr1	15518396	15524851	2	2	1	3	2	16
chr1	16569237	16573141	2	2	1	0	1	9
chr1	16574693	16575156	2	2	1	0	1	3
chr1	16575230	16576266	2	2	1	0	1	4
chr1	16576482	16577316	2	2	1	0	1	13
chr1	16579403	16580744	2	2	1	0	1	5
chr1	16582759	16583593	2	2	1	0	2	13
chr1	16583697	16585488	2	2	1	1	2	19
chr1	16585699	16587049	2	2	1	0	1	5
chr1	16587262	16587724	2	2	1	0	1	7
chr1	16589064	16589898	2	2	1	0	2	9
chr1	16975024	16975268	2	2	1	10	0	16
chr1	16975343	16975642	2	2	1	7	0	19
chr1	16975731	16976500	2	2	1	10	0	18
chr1	16976546	16976707	2	2	1	8	0	18
chr1	16976795	16976896	2	2	1	6	0	17
chr1	16976924	16977108	2	2	1	14	0	18
chr1	16977199	16978236	2	2	1	3	0	16
chr1	16978315	16980586	2	2	1	7	0	15
chr1	17018959	17022607	2	2	1	3	0	9
chr1	17022731	17023972	2	2	1	6	0	17
chr1	17024075	17027748	2	2	1	8	0	16
chr1	17027866	17028599	2	2	1	15	0	18
chr1	17028737	17033059	2	2	1	6	0	19
chr1	17033146	17044760	2	2	1	6	0	16
chr1	17044889	17053947	2	2	1	5	0	18
chr1	19074897	19076739	2	2	1	23	0	17
chr1	19076903	19077975	2	2	1	17	0	19
chr1	19078067	19081348	2	2	1	19	0	18
chr1	19081574	19084503	2	2	1	32	0	18
chr1	19084699	19086144	2	2	1	28	0	18
chr1	19086271	19086678	2	2	1	23	0	18
chr1	19086822	19087815	2	2	1	20	0	18
chr1	19087930	19088758	2	2	1	24	0	19
chr1	19088978	19092818	2	2	1	11	0	19
chr1	19092919	19093312	2	2	1	8	0	17
chr1	19093487	19093948	2	2	1	21	0	18
chr1	19094140	19094905	2	2	1	19	0	19
chr1	19095026	19095544	2	2	1	15	0	17
chr1	19095653	19096522	2	2	1	14	0	14
chr1	19096651	19097192	2	2	1	20	0	19
chr1	19097281	19099596	2	2	1	22	0	17
chr1	19099678	19100375	2	2	1	17	0	19
chr1	19100574	19101519	2	2	1	19	0	17
chr1	19101642	19104083	2	2	1	21	0	19
chr1	19104258	19104584	2	2	1	16	0	14
chr1	19104667	19105047	2	2	1	25	0	17
chr1	19105190	19105732	2	2	1	29	0	19
chr1	19105843	19106568	2	2	1	10	0	14
chr1	19106727	19106836	2	2	1	13	0	18
chr1	19106967	19110095	2	2	1	18	0	17
chr1	19110224	19110379	2	2	1	19	0	16
chr1	19110465	19110741	2	2	1	26	0	19
chr1	19110833	19112523	2	2	1	16	0	18
chr1	19112868	19113698	2	2	1	5	0	16
chr1	19113828	19113944	2	2	1	5	0	10
chr1	19210560	19240256	1	1	1	4	0	18
chr1	19219483	19219568	2	2	1	5	0	13
chr1	19251864	19254781	1	1	1	3	0	12
chr1	19254841	19255947	1	1	1	2	0	13
chr1	19256052	19257063	1	1	1	4	0	11
chr1	19257146	19257453	1	1	1	10	0	19
chr1	19257522	19257832	1	1	1	11	0	19
chr1	19257985	19258476	1	1	1	7	0	13
chr1	19258554	19258680	1	1	1	6	0	15
chr1	19270556	19270747	2	2	1	0	3	8
chr1	19285993	19286184	2	2	1	0	3	8
chr1	19304387	19306017	2	2	1	2	0	17
chr1	19306148	19307001	2	2	1	1	0	11
chr1	19307102	19307313	2	2	1	2	0	10
chr1	19307411	19308157	2	2	1	3	0	17
